       1       1       1       1       1     242   28921       0      0.00000000      0.00000000      0.00000000     -2.02000000     -2.02000000      0.00000000      2.85671140
       1       2       1       1       5     246   29895       0      0.00000000      0.00000000      4.04000000     -2.02000000     -2.02000000      4.04000000      2.85671140
       1       3       1       1       9     250   30885       0      0.00000000      0.00000000      8.08000000     -2.02000000     -2.02000000      8.08000000      2.85671140
       1       4       1       1      13     254   31891       0      0.00000000      0.00000000     12.12000000     -2.02000000     -2.02000000     12.12000000      2.85671140
       1       5       1       1       1     207   21116       0      0.00000000      0.00000000      0.00000000     -2.02000000      0.00000000     -2.02000000      2.85671140
       1       6       1       1      17     223   24548       0      0.00000000      4.04000000      0.00000000     -2.02000000      4.04000000     -2.02000000      2.85671140
       1       7       1       1      33     239   28236       0      0.00000000      8.08000000      0.00000000     -2.02000000      8.08000000     -2.02000000      2.85671140
       1       8       1       1      49     255   32180       0      0.00000000     12.12000000      0.00000000     -2.02000000     12.12000000     -2.02000000      2.85671140
       1       9       1       1       1     194   18529       0      0.00000000      0.00000000      0.00000000     -2.02000000      2.02000000      0.00000000      2.85671140
       1      10       1       1       1     195   18722       0      0.00000000      0.00000000      0.00000000     -2.02000000      0.00000000      2.02000000      2.85671140
       1      11       1       1       4     194   18532       0      0.00000000      2.02000000      2.02000000     -2.02000000      2.02000000      0.00000000      2.85671140
       1      12       1       1       4     195   18725       0      0.00000000      2.02000000      2.02000000     -2.02000000      0.00000000      2.02000000      2.85671140
       1      13       1       1       4     198   19310       0      0.00000000      2.02000000      2.02000000     -2.02000000      2.02000000      4.04000000      2.85671140
       1      14       1       1       4     211   21949       0      0.00000000      2.02000000      2.02000000     -2.02000000      4.04000000      2.02000000      2.85671140
       1      15       1       1       5     195   18726       0      0.00000000      0.00000000      4.04000000     -2.02000000      0.00000000      2.02000000      2.85671140
       1      16       1       1       5     198   19311       0      0.00000000      0.00000000      4.04000000     -2.02000000      2.02000000      4.04000000      2.85671140
       1      17       1       1       5     199   19508       0      0.00000000      0.00000000      4.04000000     -2.02000000      0.00000000      6.06000000      2.85671140
       1      18       1       1       8     198   19314       0      0.00000000      2.02000000      6.06000000     -2.02000000      2.02000000      4.04000000      2.85671140
       1      19       1       1       8     199   19511       0      0.00000000      2.02000000      6.06000000     -2.02000000      0.00000000      6.06000000      2.85671140
       1      20       1       1       8     202   20108       0      0.00000000      2.02000000      6.06000000     -2.02000000      2.02000000      8.08000000      2.85671140
       1      21       1       1       8     215   22799       0      0.00000000      2.02000000      6.06000000     -2.02000000      4.04000000      6.06000000      2.85671140
       1      22       1       1       9     199   19512       0      0.00000000      0.00000000      8.08000000     -2.02000000      0.00000000      6.06000000      2.85671140
       1      23       1       1       9     202   20109       0      0.00000000      0.00000000      8.08000000     -2.02000000      2.02000000      8.08000000      2.85671140
       1      24       1       1       9     203   20310       0      0.00000000      0.00000000      8.08000000     -2.02000000      0.00000000     10.10000000      2.85671140
       1      25       1       1      12     202   20112       0      0.00000000      2.02000000     10.10000000     -2.02000000      2.02000000      8.08000000      2.85671140
       1      26       1       1      12     203   20313       0      0.00000000      2.02000000     10.10000000     -2.02000000      0.00000000     10.10000000      2.85671140
       1      27       1       1      12     206   20922       0      0.00000000      2.02000000     10.10000000     -2.02000000      2.02000000     12.12000000      2.85671140
       1      28       1       1      12     219   23665       0      0.00000000      2.02000000     10.10000000     -2.02000000      4.04000000     10.10000000      2.85671140
       1      29       1       1      13     203   20314       0      0.00000000      0.00000000     12.12000000     -2.02000000      0.00000000     10.10000000      2.85671140
       1      30       1       1      13     206   20923       0      0.00000000      0.00000000     12.12000000     -2.02000000      2.02000000     12.12000000      2.85671140
       1      31       1       1      13     207   21128       0      0.00000000      0.00000000     12.12000000     -2.02000000      0.00000000     14.14000000      2.85671140
       1      32       1       1      16     206   20926       0      0.00000000      2.02000000     14.14000000     -2.02000000      2.02000000     12.12000000      2.85671140
       1      33       1       1      16     207   21131       0      0.00000000      2.02000000     14.14000000     -2.02000000      0.00000000     14.14000000      2.85671140
       1      34       1       1      16     223   24547       0      0.00000000      2.02000000     14.14000000     -2.02000000      4.04000000     14.14000000      2.85671140
       1      35       1       1      17     194   18545       0      0.00000000      4.04000000      0.00000000     -2.02000000      2.02000000      0.00000000      2.85671140
       1      36       1       1      17     210   21753       0      0.00000000      4.04000000      0.00000000     -2.02000000      6.06000000      0.00000000      2.85671140
       1      37       1       1      17     211   21962       0      0.00000000      4.04000000      0.00000000     -2.02000000      4.04000000      2.02000000      2.85671140
       1      38       1       1      20     210   21756       0      0.00000000      6.06000000      2.02000000     -2.02000000      6.06000000      0.00000000      2.85671140
       1      39       1       1      20     211   21965       0      0.00000000      6.06000000      2.02000000     -2.02000000      4.04000000      2.02000000      2.85671140
       1      40       1       1      20     214   22598       0      0.00000000      6.06000000      2.02000000     -2.02000000      6.06000000      4.04000000      2.85671140
       1      41       1       1      20     227   25445       0      0.00000000      6.06000000      2.02000000     -2.02000000      8.08000000      2.02000000      2.85671140
       1      42       1       1      21     198   19327       0      0.00000000      4.04000000      4.04000000     -2.02000000      2.02000000      4.04000000      2.85671140
       1      43       1       1      21     211   21966       0      0.00000000      4.04000000      4.04000000     -2.02000000      4.04000000      2.02000000      2.85671140
       1      44       1       1      21     214   22599       0      0.00000000      4.04000000      4.04000000     -2.02000000      6.06000000      4.04000000      2.85671140
